111303 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 3 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111304 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 4 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111305 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 5 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111306 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 6 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111307 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 7 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111308 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 8 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111309 IronHelmet 21 0 15 0 0 0 0 0 0 0 150 0 0 0 9 0 0 0 0 3998 3998 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111313 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 6 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111314 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 7 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111315 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 8 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111316 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 9 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111317 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 10 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111318 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 11 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111319 BronzeHelmet 21 0 22 0 0 0 0 0 0 0 200 0 0 0 12 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111323 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 11 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None 
111324 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 11 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111325 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 12 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111326 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 13 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111327 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 14 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111328 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 15 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111329 SilverHelmet 21 0 27 0 0 0 0 0 0 0 500 0 0 0 17 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111330 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 45 0 0 0 0 3199 3199 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet Fixed
111333 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 23 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111334 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 23 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111335 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 25 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111336 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 26 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111337 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 27 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111338 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 30 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111339 ShiningHelmet 21 0 37 0 0 0 0 0 0 0 1000 0 0 0 35 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111340 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 54 0 0 0 0 3599 3599 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet Fixed
111343 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 28 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111344 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 29 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111345 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 30 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111346 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 31 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111347 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 33 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111348 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 37 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111349 SyeniticHelmet 21 0 47 0 0 0 0 0 0 0 1300 0 0 0 42 0 0 0 0 3698 3698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111350 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 90 0 0 0 0 3999 3999 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet Fixed
111353 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 47 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111354 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 49 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111355 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 50 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111356 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 52 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111357 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 55 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111358 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 62 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111359 PearlHelmet 21 0 52 0 0 0 0 0 0 0 2000 0 0 0 70 0 0 0 0 4098 4098 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111363 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 79 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111364 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 81 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111365 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 83 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111366 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 87 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111367 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 92 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111368 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 105 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111369 GoldHelmet 21 0 67 0 0 0 0 0 0 0 6465 0 0 0 116 0 0 0 0 3898 3898 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111373 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 180 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111374 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 186 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111375 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 190 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111376 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 199 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111377 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 208 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111378 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 237 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111379 DragonHelmet 21 0 82 0 0 0 0 0 0 0 11770 0 0 0 266 0 0 0 0 3298 3298 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111383 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 263 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111384 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 271 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111385 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 277 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111386 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 291 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111387 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 305 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111388 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 346 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111389 ViolentHelmet 21 0 97 0 0 0 0 0 0 0 21560 0 0 0 388 0 0 0 0 3198 3198 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111393 PhoenixHelmet 21 0 112 0 0 0 0 0 0 0 48080 0 0 0 360 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111394 PhoenixHelmet 21 0 112 0 0 0 0 0 0 0 48080 0 0 0 371 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111395 PhoenixHelmet 21 0 112 0 0 0 0 0 0 0 48080 0 0 0 379 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111396 PhoenixHelmet 21 0 112 0 0 0 0 0 0 0 48080 0 0 0 398 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
111397 PhoenixHelmet 21 0 112 0 0 0 0 0 0 0 48080 0 0 0 417 0 0 0 0 2698 2698 0 0 0 0 0 0 0 0 1 1000 0 0 0 0 Warrior`sHelmet None
